sample,station,tx_total_pkts,tx_total_bytes,tx_ucast_pkts,tx_ucast_bytes,tx_mcast_bcast_pkts,tx_mcast_bcast_bytes,tx_failures,rx_data_pkts,rx_data_bytes,rx_ucast_pkts,rx_ucast_bytes,rx_mcast_bcast_pkts,rx_mcast_bcast_bytes,rx_decrypt_succeeds,tx_data_pkts_retried,tx_total_pkts_sent,tx_pkts_retries,tx_pkts_retry_exhausted,rx_total_pkts_retried,rate_last_tx_pkt_min,rate_last_tx_pkt_max,per_antenna_rssi_last_rx_data_frame_1,per_antenna_rssi_last_rx_data_frame_2,per_antenna_rssi_last_rx_data_frame_3,per_antenna_rssi_last_rx_data_frame_4,per_antenna_avg_rssi_rx_data_frames_1,per_antenna_avg_rssi_rx_data_frames_2,per_antenna_avg_rssi_rx_data_frames_3,per_antenna_avg_rssi_rx_data_frames_4,per_antenna_noise_floor_1,per_antenna_noise_floor_2,per_antenna_noise_floor_3,per_antenna_noise_floor_4,sinr_per_antenna_1,sinr_per_antenna_2,sinr_per_antenna_3,sinr_per_antenna_4,attack
525,BA:8C:B9:54:50:24,3851397,491289208,4927,6193542,3846470,485095666,7,9733,1750358,9711,1746863,22,3495,2358,17,5427,41,7,70,216660.0,130000.0,-48.0,-35.0,-43.0,-45.0,-46.0,-35.0,-43.0,-46.0,-90.0,-92.0,-89.0,-92.0,42.0,57.0,46.0,47.0,1
526,62:47:05:9D:EB:15,3853218,497278000,6745,12182072,3846473,485095928,1,6960,3801641,6910,3793983,50,7658,3314,0,6809,56,1,125,229410.0,130000.0,-44.0,-45.0,-36.0,-50.0,-43.0,-44.0,-35.0,-49.0,-90.0,-92.0,-89.0,-92.0,46.0,47.0,53.0,42.0,1
527,92:69:1D:31:68:E9,3850516,488748393,4043,3652465,3846473,485095928,1,5383,1156164,5214,1117781,169,38383,2200,12,4295,103,1,61,229410.0,130000.0,-52.0,-48.0,-42.0,-49.0,-51.0,-47.0,-43.0,-47.0,-90.0,-92.0,-89.0,-92.0,38.0,44.0,47.0,43.0,1
528,CC:2F:71:3F:1F:24,5011093,1817783986,1164619,1332687998,3846474,485095988,1730,976178,1105510984,975349,1105410796,829,100188,943966,15,1163244,119951,1727,761,144444.0,43333.0,-71.0,-68.0,-67.0,-74.0,-71.0,-68.0,-66.0,-73.0,-90.0,-92.0,-89.0,-92.0,19.0,24.0,22.0,18.0,1
529,CC:2F:71:3E:C5:1F,3847458,485216285,984,120297,3846474,485095988,2,4267,356233,3550,271097,717,85136,1043,13,1414,28,2,54,144444.0,43333.0,-73.0,-72.0,-70.0,-61.0,-73.0,-72.0,-70.0,-61.0,-90.0,-92.0,-89.0,-92.0,17.0,20.0,19.0,31.0,1
530,BA:8C:B9:54:50:24,3851401,491289530,4927,6193542,3846474,485095988,7,9733,1750358,9711,1746863,22,3495,2358,17,5427,41,7,70,216660.0,130000.0,-48.0,-35.0,-43.0,-45.0,-46.0,-35.0,-43.0,-46.0,-90.0,-92.0,-89.0,-92.0,42.0,57.0,46.0,47.0,1
531,62:47:05:9D:EB:15,3853225,497278666,6745,12182072,3846480,485096594,1,6960,3801641,6910,3793983,50,7658,3314,0,6809,56,1,125,229410.0,130000.0,-44.0,-45.0,-36.0,-50.0,-43.0,-44.0,-35.0,-49.0,-90.0,-92.0,-89.0,-92.0,46.0,47.0,53.0,42.0,1
532,92:69:1D:31:68:E9,3850523,488749059,4043,3652465,3846480,485096594,1,5383,1156164,5214,1117781,169,38383,2200,12,4295,103,1,61,229410.0,130000.0,-52.0,-48.0,-42.0,-49.0,-51.0,-47.0,-43.0,-47.0,-90.0,-92.0,-89.0,-92.0,38.0,44.0,47.0,43.0,1
533,CC:2F:71:3F:1F:24,5011296,1818032441,1164816,1332935847,3846480,485096594,1730,976356,1105744102,975527,1105643914,829,100188,944144,15,1163441,119959,1727,761,130000.0,43333.0,-70.0,-69.0,-66.0,-73.0,-70.0,-69.0,-66.0,-73.0,-90.0,-92.0,-89.0,-92.0,20.0,23.0,23.0,19.0,1
534,CC:2F:71:3E:C5:1F,3847464,485216891,984,120297,3846480,485096594,2,4267,356233,3550,271097,717,85136,1043,13,1414,28,2,54,144444.0,43333.0,-73.0,-72.0,-70.0,-61.0,-73.0,-72.0,-70.0,-61.0,-90.0,-92.0,-89.0,-92.0,17.0,20.0,19.0,31.0,1
535,BA:8C:B9:54:50:24,3851407,491290136,4927,6193542,3846480,485096594,7,9733,1750358,9711,1746863,22,3495,2358,17,5427,41,7,70,216660.0,130000.0,-48.0,-35.0,-43.0,-45.0,-46.0,-35.0,-43.0,-46.0,-90.0,-92.0,-89.0,-92.0,42.0,57.0,46.0,47.0,1
536,62:47:05:9D:EB:15,3853228,497278928,6745,12182072,3846483,485096856,1,6960,3801641,6910,3793983,50,7658,3314,0,6809,56,1,125,229410.0,130000.0,-44.0,-45.0,-36.0,-50.0,-43.0,-44.0,-35.0,-49.0,-90.0,-92.0,-89.0,-92.0,46.0,47.0,53.0,42.0,1
537,92:69:1D:31:68:E9,3850526,488749321,4043,3652465,3846483,485096856,1,5383,1156164,5214,1117781,169,38383,2200,12,4295,103,1,61,229410.0,130000.0,-52.0,-48.0,-42.0,-49.0,-51.0,-47.0,-43.0,-47.0,-90.0,-92.0,-89.0,-92.0,38.0,44.0,47.0,43.0,1
538,CC:2F:71:3F:1F:24,5011493,1818277261,1165009,1333180345,3846484,485096916,1730,976527,1105973458,975698,1105873270,829,100188,944315,15,1163634,119961,1727,761,130000.0,43333.0,-70.0,-69.0,-66.0,-74.0,-70.0,-69.0,-66.0,-73.0,-90.0,-92.0,-89.0,-92.0,20.0,23.0,23.0,18.0,1
539,CC:2F:71:3E:C5:1F,3847468,485217213,984,120297,3846484,485096916,2,4267,356233,3550,271097,717,85136,1043,13,1414,28,2,54,144444.0,43333.0,-73.0,-72.0,-70.0,-61.0,-73.0,-72.0,-70.0,-61.0,-90.0,-92.0,-89.0,-92.0,17.0,20.0,19.0,31.0,1
540,BA:8C:B9:54:50:24,3851411,491290458,4927,6193542,3846484,485096916,7,9733,1750358,9711,1746863,22,3495,2358,17,5427,41,7,70,216660.0,130000.0,-48.0,-35.0,-43.0,-45.0,-46.0,-35.0,-43.0,-46.0,-90.0,-92.0,-89.0,-92.0,42.0,57.0,46.0,47.0,1
541,62:47:05:9D:EB:15,3853237,497279714,6745,12182072,3846492,485097642,1,6960,3801641,6910,3793983,50,7658,3314,0,6809,56,1,125,229410.0,130000.0,-44.0,-45.0,-36.0,-50.0,-43.0,-44.0,-35.0,-49.0,-90.0,-92.0,-89.0,-92.0,46.0,47.0,53.0,42.0,1
