sample,station,tx_total_pkts,tx_total_bytes,tx_ucast_pkts,tx_ucast_bytes,tx_mcast_bcast_pkts,tx_mcast_bcast_bytes,tx_failures,rx_data_pkts,rx_data_bytes,rx_ucast_pkts,rx_ucast_bytes,rx_mcast_bcast_pkts,rx_mcast_bcast_bytes,rx_decrypt_succeeds,tx_data_pkts_retried,tx_total_pkts_sent,tx_pkts_retries,tx_pkts_retry_exhausted,rx_total_pkts_retried,rate_last_tx_pkt_min,rate_last_tx_pkt_max,per_antenna_rssi_last_rx_data_frame_1,per_antenna_rssi_last_rx_data_frame_2,per_antenna_rssi_last_rx_data_frame_3,per_antenna_rssi_last_rx_data_frame_4,per_antenna_avg_rssi_rx_data_frames_1,per_antenna_avg_rssi_rx_data_frames_2,per_antenna_avg_rssi_rx_data_frames_3,per_antenna_avg_rssi_rx_data_frames_4,per_antenna_noise_floor_1,per_antenna_noise_floor_2,per_antenna_noise_floor_3,per_antenna_noise_floor_4,sinr_per_antenna_1,sinr_per_antenna_2,sinr_per_antenna_3,sinr_per_antenna_4,attack
989,CC:2F:71:3F:1F:24,2204021,426293732,134886,163448453,2069135,262845279,481,122958,135047095,122844,135033371,114,13724,121109,47,134447,15080,481,242,144444.0,43333.0,-75.0,-63.0,-73.0,-70.0,-74.0,-63.0,-73.0,-70.0,-89.0,-92.0,-89.0,-92.0,14.0,29.0,16.0,22.0,0
990,CC:2F:71:3E:C5:1F,5443314,4423316172,3374179,4160470893,2069135,262845279,502,88077,7607756,73880,5925042,14197,1682714,20898,205,3381465,862797,502,2870,86667.0,13000.0,-71.0,-72.0,-66.0,-61.0,-70.0,-71.0,-66.0,-61.0,-89.0,-92.0,-89.0,-92.0,18.0,20.0,23.0,31.0,0
991,F8:59:71:5A:E0:3D,2203890,464508474,134751,201662791,2069139,262845683,1,47465,44467612,47347,44449919,118,17693,46473,3,134767,14520,1,72,144444.0,43333.0,-67.0,-72.0,-67.0,-70.0,-67.0,-72.0,-66.0,-70.0,-89.0,-92.0,-89.0,-92.0,22.0,20.0,22.0,22.0,0
992,CC:2F:71:3F:1F:24,2204179,426495628,135040,163649945,2069139,262845683,481,123099,135241099,122985,135227375,114,13724,121250,47,134601,15084,481,242,144444.0,43333.0,-75.0,-63.0,-73.0,-70.0,-74.0,-63.0,-73.0,-70.0,-89.0,-92.0,-89.0,-92.0,14.0,29.0,16.0,22.0,0
993,CC:2F:71:3E:C5:1F,5443318,4423316576,3374179,4160470893,2069139,262845683,502,88078,7607826,73881,5925112,14197,1682714,20898,205,3381465,862797,502,2870,86667.0,13000.0,-71.0,-72.0,-66.0,-61.0,-70.0,-71.0,-66.0,-61.0,-89.0,-92.0,-89.0,-92.0,18.0,20.0,23.0,31.0,0
994,F8:59:71:5A:E0:3D,2203966,464606521,134822,201760374,2069144,262846147,1,47540,44567988,47422,44550295,118,17693,46548,3,134838,14520,1,72,144444.0,43333.0,-67.0,-72.0,-67.0,-70.0,-67.0,-72.0,-66.0,-70.0,-89.0,-92.0,-89.0,-92.0,22.0,20.0,22.0,22.0,0
995,CC:2F:71:3F:1F:24,2204341,426700822,135197,163854675,2069144,262846147,481,123243,135438327,123129,135424603,114,13724,121392,47,134758,15084,481,242,144444.0,43333.0,-75.0,-63.0,-73.0,-70.0,-75.0,-63.0,-73.0,-69.0,-89.0,-92.0,-89.0,-92.0,14.0,29.0,16.0,22.0,0
996,CC:2F:71:3E:C5:1F,5443323,4423317040,3374179,4160470893,2069144,262846147,502,88078,7607826,73881,5925112,14197,1682714,20898,205,3381465,862797,502,2870,86667.0,13000.0,-71.0,-72.0,-66.0,-61.0,-70.0,-71.0,-66.0,-61.0,-89.0,-92.0,-89.0,-92.0,18.0,20.0,23.0,31.0,0
997,F8:59:71:5A:E0:3D,2204034,464704943,134886,201858392,2069148,262846551,1,47603,44663574,47485,44645881,118,17693,46611,3,134902,14520,1,72,144444.0,43333.0,-67.0,-72.0,-67.0,-70.0,-67.0,-71.0,-67.0,-69.0,-89.0,-92.0,-89.0,-92.0,22.0,20.0,22.0,22.0,0
998,CC:2F:71:3F:1F:24,2204555,426945527,135407,164098976,2069148,262846551,481,123424,135640948,123310,135627224,114,13724,121572,47,134968,15084,481,242,144444.0,43333.0,-76.0,-63.0,-73.0,-70.0,-75.0,-63.0,-72.0,-69.0,-89.0,-92.0,-89.0,-92.0,13.0,29.0,16.0,22.0,0
999,CC:2F:71:3E:C5:1F,5443342,4423322698,3374194,4160476147,2069148,262846551,502,88079,7607896,73882,5925182,14197,1682714,20898,205,3381480,862797,502,2870,86667.0,14444.0,-71.0,-72.0,-66.0,-61.0,-70.0,-71.0,-66.0,-61.0,-89.0,-92.0,-89.0,-92.0,18.0,20.0,23.0,31.0,0
1000,F8:59:71:5A:E0:3D,2204274,465055275,135126,202208724,2069148,262846551,1,47700,44766382,47582,44748689,118,17693,46708,3,135142,14520,1,72,144444.0,43333.0,-67.0,-72.0,-67.0,-70.0,-67.0,-72.0,-67.0,-70.0,-89.0,-92.0,-89.0,-92.0,22.0,20.0,22.0,22.0,0
1001,CC:2F:71:3F:1F:24,2204713,427148905,135563,164302152,2069150,262846753,481,123566,135835068,123452,135821344,114,13724,121714,47,135124,15084,481,242,144444.0,43333.0,-75.0,-63.0,-73.0,-70.0,-75.0,-63.0,-73.0,-69.0,-89.0,-92.0,-89.0,-92.0,14.0,29.0,16.0,22.0,0
1002,CC:2F:71:3E:C5:1F,5443346,4423323102,3374194,4160476147,2069152,262846955,502,88080,7607966,73883,5925252,14197,1682714,20898,205,3381480,862797,502,2870,86667.0,14444.0,-70.0,-72.0,-66.0,-61.0,-70.0,-71.0,-66.0,-61.0,-89.0,-92.0,-89.0,-92.0,19.0,20.0,23.0,31.0,0
1003,F8:59:71:5A:E0:3D,2204344,465153843,135189,202306626,2069155,262847217,1,47764,44864956,47646,44847263,118,17693,46771,3,135205,14520,1,72,144444.0,43333.0,-67.0,-72.0,-67.0,-70.0,-67.0,-72.0,-67.0,-70.0,-89.0,-92.0,-89.0,-92.0,22.0,20.0,22.0,22.0,0
1004,CC:2F:71:3F:1F:24,2204876,427355485,135721,164508268,2069155,262847217,481,123712,136032626,123598,136018902,114,13724,121860,47,135282,15084,481,242,144444.0,43333.0,-74.0,-63.0,-73.0,-69.0,-74.0,-63.0,-73.0,-69.0,-89.0,-92.0,-89.0,-92.0,15.0,29.0,16.0,23.0,0
1005,CC:2F:71:3E:C5:1F,5443351,4423323566,3374194,4160476147,2069157,262847419,502,88080,7607966,73883,5925252,14197,1682714,20898,205,3381480,862797,502,2870,86667.0,14444.0,-70.0,-72.0,-66.0,-61.0,-70.0,-71.0,-66.0,-61.0,-89.0,-92.0,-89.0,-92.0,19.0,20.0,23.0,31.0,0
1006,F8:59:71:5A:E0:3D,2204408,465250393,135251,202402974,2069157,262847419,1,47825,44958896,47707,44941203,118,17693,46832,3,135267,14520,1,72,144444.0,43333.0,-67.0,-72.0,-67.0,-70.0,-67.0,-72.0,-66.0,-70.0,-89.0,-92.0,-89.0,-92.0,22.0,20.0,22.0,22.0,0
1007,CC:2F:71:3F:1F:24,2205046,427565170,135889,164717751,2069157,262847419,481,123866,136227580,123752,136213856,114,13724,122014,47,135450,15084,481,242,144444.0,43333.0,-75.0,-64.0,-74.0,-70.0,-74.0,-64.0,-73.0,-70.0,-89.0,-92.0,-89.0,-92.0,14.0,28.0,15.0,22.0,0
1008,CC:2F:71:3E:C5:1F,5443367,4423328782,3374210,4160481363,2069157,262847419,502,88082,7608106,73885,5925392,14197,1682714,20898,205,3381496,862798,502,2870,86667.0,26000.0,-70.0,-72.0,-66.0,-61.0,-70.0,-72.0,-66.0,-61.0,-89.0,-92.0,-89.0,-92.0,19.0,20.0,23.0,31.0,0
1009,F8:59:71:5A:E0:3D,2204482,465348396,135321,202500573,2069161,262847823,1,47893,45059184,47775,45041491,118,17693,46900,3,135337,14520,1,72,144444.0,43333.0,-66.0,-72.0,-67.0,-69.0,-66.0,-72.0,-66.0,-69.0,-89.0,-92.0,-89.0,-92.0,23.0,20.0,22.0,23.0,0
1010,CC:2F:71:3F:1F:24,2205206,427768750,136045,164920927,2069161,262847823,481,124010,136421932,123896,136408208,114,13724,122158,47,135605,15084,481,242,144444.0,43333.0,-75.0,-64.0,-74.0,-70.0,-75.0,-64.0,-74.0,-70.0,-89.0,-92.0,-89.0,-92.0,14.0,28.0,15.0,22.0,0
1011,CC:2F:71:3E:C5:1F,5443374,4423329448,3374210,4160481363,2069164,262848085,502,88082,7608106,73885,5925392,14197,1682714,20898,205,3381496,862798,502,2870,86667.0,26000.0,-70.0,-72.0,-66.0,-61.0,-70.0,-72.0,-66.0,-61.0,-89.0,-92.0,-89.0,-92.0,19.0,20.0,23.0,31.0,0
1012,F8:59:71:5A:E0:3D,2204652,465588374,135485,202739814,2069167,262848560,1,47995,45177519,47877,45159826,118,17693,47002,3,135501,14520,1,72,144444.0,43333.0,-67.0,-72.0,-66.0,-69.0,-66.0,-72.0,-66.0,-69.0,-89.0,-92.0,-89.0,-92.0,22.0,20.0,23.0,23.0,0
