sample,station,tx_total_pkts,tx_total_bytes,tx_ucast_pkts,tx_ucast_bytes,tx_mcast_bcast_pkts,tx_mcast_bcast_bytes,tx_failures,rx_data_pkts,rx_data_bytes,rx_ucast_pkts,rx_ucast_bytes,rx_mcast_bcast_pkts,rx_mcast_bcast_bytes,rx_decrypt_succeeds,tx_data_pkts_retried,tx_total_pkts_sent,tx_pkts_retries,tx_pkts_retry_exhausted,rx_total_pkts_retried,rate_last_tx_pkt_min,rate_last_tx_pkt_max,per_antenna_rssi_last_rx_data_frame_1,per_antenna_rssi_last_rx_data_frame_2,per_antenna_rssi_last_rx_data_frame_3,per_antenna_rssi_last_rx_data_frame_4,per_antenna_avg_rssi_rx_data_frames_1,per_antenna_avg_rssi_rx_data_frames_2,per_antenna_avg_rssi_rx_data_frames_3,per_antenna_avg_rssi_rx_data_frames_4,per_antenna_noise_floor_1,per_antenna_noise_floor_2,per_antenna_noise_floor_3,per_antenna_noise_floor_4,sinr_per_antenna_1,sinr_per_antenna_2,sinr_per_antenna_3,sinr_per_antenna_4,attack
3612,92:69:1D:31:68:E9,3861864,490241023,4332,3753266,3857532,486487757,1,6161,1288625,5963,1243427,198,45198,2438,15,4639,107,1,71,216660.0,130000.0,-52.0,-48.0,-45.0,-48.0,-51.0,-48.0,-44.0,-47.0,-89.0,-90.0,-87.0,-88.0,37.0,42.0,42.0,40.0,1
3613,CC:2F:71:3F:1F:24,5306983,2130313376,1449447,1643825215,3857536,486488161,2222,1209556,1357991619,1208604,1357876053,952,115566,1169818,15,1447584,134719,2219,906,144444.0,43333.0,-73.0,-70.0,-68.0,-76.0,-72.0,-70.0,-68.0,-75.0,-89.0,-90.0,-87.0,-88.0,16.0,20.0,19.0,12.0,1
3614,CC:2F:71:3E:C5:1F,3858639,486622980,1103,134819,3857536,486488161,3,4808,400925,4008,305995,800,94930,1168,16,1590,32,3,55,130000.0,39000.0,-72.0,-72.0,-67.0,-60.0,-72.0,-72.0,-68.0,-60.0,-89.0,-90.0,-87.0,-88.0,17.0,18.0,20.0,28.0,1
3615,BA:8C:B9:54:50:24,3862587,492723532,5051,6235371,3857536,486488161,7,10487,1811062,10465,1807567,22,3495,2396,18,5620,45,7,80,216660.0,130000.0,-40.0,-37.0,-46.0,-52.0,-41.0,-36.0,-45.0,-51.0,-89.0,-90.0,-87.0,-88.0,49.0,53.0,41.0,36.0,1
3616,62:47:05:9D:EB:15,3878782,533448959,21244,46960596,3857538,486488363,1,17338,5984950,17242,5970491,96,14459,8130,1,21343,463,1,179,216660.0,130000.0,-40.0,-42.0,-40.0,-44.0,-40.0,-41.0,-41.0,-45.0,-89.0,-90.0,-87.0,-88.0,49.0,48.0,47.0,44.0,1
3617,92:69:1D:31:68:E9,3861870,490241629,4332,3753266,3857538,486488363,1,6161,1288625,5963,1243427,198,45198,2438,15,4639,107,1,71,216660.0,130000.0,-52.0,-48.0,-45.0,-48.0,-51.0,-48.0,-44.0,-47.0,-89.0,-90.0,-87.0,-88.0,37.0,42.0,42.0,40.0,1
3618,CC:2F:71:3F:1F:24,5307031,2130331344,1449493,1643842981,3857538,486488363,2222,1209584,1357996457,1208632,1357880891,952,115566,1169845,15,1447630,134719,2219,906,144444.0,43333.0,-71.0,-71.0,-68.0,-75.0,-71.0,-71.0,-67.0,-75.0,-89.0,-90.0,-87.0,-88.0,18.0,19.0,19.0,13.0,1
3619,CC:2F:71:3E:C5:1F,3858641,486623182,1103,134819,3857538,486488363,3,4808,400925,4008,305995,800,94930,1168,16,1590,32,3,55,130000.0,39000.0,-72.0,-72.0,-67.0,-60.0,-72.0,-72.0,-68.0,-60.0,-89.0,-90.0,-87.0,-88.0,17.0,18.0,20.0,28.0,1
3620,BA:8C:B9:54:50:24,3862589,492723734,5051,6235371,3857538,486488363,7,10487,1811062,10465,1807567,22,3495,2396,18,5620,45,7,80,216660.0,130000.0,-40.0,-37.0,-46.0,-52.0,-41.0,-36.0,-45.0,-51.0,-89.0,-90.0,-87.0,-88.0,49.0,53.0,41.0,36.0,1
3621,62:47:05:9D:EB:15,3878787,533449497,21244,46960596,3857543,486488901,1,17339,5985018,17243,5970559,96,14459,8130,1,21343,463,1,179,216660.0,130000.0,-41.0,-42.0,-40.0,-44.0,-40.0,-41.0,-41.0,-44.0,-89.0,-90.0,-87.0,-88.0,48.0,48.0,47.0,44.0,1
