sample,station,tx_total_pkts,tx_total_bytes,tx_ucast_pkts,tx_ucast_bytes,tx_mcast_bcast_pkts,tx_mcast_bcast_bytes,tx_failures,rx_data_pkts,rx_data_bytes,rx_ucast_pkts,rx_ucast_bytes,rx_mcast_bcast_pkts,rx_mcast_bcast_bytes,rx_decrypt_succeeds,tx_data_pkts_retried,tx_total_pkts_sent,tx_pkts_retries,tx_pkts_retry_exhausted,rx_total_pkts_retried,rate_last_tx_pkt_min,rate_last_tx_pkt_max,per_antenna_rssi_last_rx_data_frame_1,per_antenna_rssi_last_rx_data_frame_2,per_antenna_rssi_last_rx_data_frame_3,per_antenna_rssi_last_rx_data_frame_4,per_antenna_avg_rssi_rx_data_frames_1,per_antenna_avg_rssi_rx_data_frames_2,per_antenna_avg_rssi_rx_data_frames_3,per_antenna_avg_rssi_rx_data_frames_4,per_antenna_noise_floor_1,per_antenna_noise_floor_2,per_antenna_noise_floor_3,per_antenna_noise_floor_4,sinr_per_antenna_1,sinr_per_antenna_2,sinr_per_antenna_3,sinr_per_antenna_4,attack
528,92:69:1D:31:68:E9,3763607,488322881,12611,15195801,3750996,473127080,3,18618,3493606,17950,3340094,668,153512,6332,101,13799,245,3,240,229410.0,130000.0,-52.0,-46.0,-43.0,-49.0,-51.0,-48.0,-43.0,-49.0,-90.0,-92.0,-88.0,-91.0,38.0,46.0,45.0,42.0,1
529,BA:8C:B9:54:50:24,3751127,473169772,125,41955,3751002,473127817,0,421,69263,404,66555,17,2708,123,1,152,1,0,0,229410.0,130000.0,-40.0,-37.0,-46.0,-51.0,-41.0,-35.0,-43.0,-47.0,-90.0,-92.0,-88.0,-91.0,50.0,55.0,42.0,40.0,1
530,CC:2F:71:3E:C5:1F,3751091,473139857,89,12040,3751002,473127817,0,376,35833,278,21409,98,14424,124,2,125,5,0,12,130000.0,39000.0,-70.0,-71.0,-67.0,-60.0,-69.0,-71.0,-67.0,-60.0,-90.0,-92.0,-88.0,-91.0,20.0,21.0,21.0,31.0,1
531,CC:2F:71:3F:1F:24,3778369,497346986,27365,24218967,3751004,473128019,8,16684,4792524,16559,4771583,125,20941,15469,7,27390,7612,8,46,130000.0,43333.0,-70.0,-68.0,-71.0,-69.0,-70.0,-68.0,-71.0,-69.0,-90.0,-92.0,-88.0,-91.0,20.0,24.0,17.0,22.0,1
532,92:69:1D:31:68:E9,3763615,488323820,12611,15195801,3751004,473128019,3,18618,3493606,17950,3340094,668,153512,6332,101,13799,245,3,240,229410.0,130000.0,-52.0,-46.0,-43.0,-49.0,-51.0,-48.0,-43.0,-49.0,-90.0,-92.0,-88.0,-91.0,38.0,46.0,45.0,42.0,1
533,BA:8C:B9:54:50:24,3751131,473170176,125,41955,3751006,473128221,0,421,69263,404,66555,17,2708,123,1,152,1,0,0,229410.0,130000.0,-40.0,-37.0,-46.0,-51.0,-41.0,-35.0,-43.0,-47.0,-90.0,-92.0,-88.0,-91.0,50.0,55.0,42.0,40.0,1
534,CC:2F:71:3E:C5:1F,3751095,473140261,89,12040,3751006,473128221,0,376,35833,278,21409,98,14424,124,2,125,5,0,12,130000.0,39000.0,-70.0,-71.0,-67.0,-60.0,-69.0,-71.0,-67.0,-60.0,-90.0,-92.0,-88.0,-91.0,20.0,21.0,21.0,31.0,1
535,CC:2F:71:3F:1F:24,3778411,497361476,27405,24233255,3751006,473128221,8,16706,4796484,16581,4775543,125,20941,15489,7,27430,7612,8,46,130000.0,43333.0,-76.0,-74.0,-77.0,-76.0,-74.0,-72.0,-75.0,-73.0,-90.0,-92.0,-88.0,-91.0,14.0,18.0,11.0,15.0,1
536,92:69:1D:31:68:E9,3763617,488324022,12611,15195801,3751006,473128221,3,18618,3493606,17950,3340094,668,153512,6332,101,13799,245,3,240,229410.0,130000.0,-52.0,-46.0,-43.0,-49.0,-51.0,-48.0,-43.0,-49.0,-90.0,-92.0,-88.0,-91.0,38.0,46.0,45.0,42.0,1
537,BA:8C:B9:54:50:24,3751134,473170440,125,41955,3751009,473128485,0,421,69263,404,66555,17,2708,123,1,152,1,0,0,229410.0,130000.0,-40.0,-37.0,-46.0,-51.0,-41.0,-35.0,-43.0,-47.0,-90.0,-92.0,-88.0,-91.0,50.0,55.0,42.0,40.0,1
538,CC:2F:71:3E:C5:1F,3751100,473140727,89,12040,3751011,473128687,0,376,35833,278,21409,98,14424,124,2,125,5,0,12,130000.0,39000.0,-70.0,-71.0,-67.0,-60.0,-69.0,-71.0,-67.0,-60.0,-90.0,-92.0,-88.0,-91.0,20.0,21.0,21.0,31.0,1
539,CC:2F:71:3F:1F:24,3778456,497376122,27444,24247301,3751012,473128821,8,16732,4800770,16606,4779711,126,21059,15511,7,27469,7626,8,46,117000.0,39000.0,-79.0,-77.0,-80.0,-79.0,-72.0,-70.0,-73.0,-71.0,-90.0,-92.0,-88.0,-91.0,11.0,15.0,8.0,12.0,1
540,92:69:1D:31:68:E9,3763623,488324622,12611,15195801,3751012,473128821,3,18618,3493606,17950,3340094,668,153512,6332,101,13799,245,3,240,229410.0,130000.0,-52.0,-46.0,-43.0,-49.0,-51.0,-48.0,-43.0,-49.0,-90.0,-92.0,-88.0,-91.0,38.0,46.0,45.0,42.0,1
