sample,station,tx_total_pkts,tx_total_bytes,tx_ucast_pkts,tx_ucast_bytes,tx_mcast_bcast_pkts,tx_mcast_bcast_bytes,tx_failures,rx_data_pkts,rx_data_bytes,rx_ucast_pkts,rx_ucast_bytes,rx_mcast_bcast_pkts,rx_mcast_bcast_bytes,rx_decrypt_succeeds,tx_data_pkts_retried,tx_total_pkts_sent,tx_pkts_retries,tx_pkts_retry_exhausted,rx_total_pkts_retried,rate_last_tx_pkt_min,rate_last_tx_pkt_max,per_antenna_rssi_last_rx_data_frame_1,per_antenna_rssi_last_rx_data_frame_2,per_antenna_rssi_last_rx_data_frame_3,per_antenna_rssi_last_rx_data_frame_4,per_antenna_avg_rssi_rx_data_frames_1,per_antenna_avg_rssi_rx_data_frames_2,per_antenna_avg_rssi_rx_data_frames_3,per_antenna_avg_rssi_rx_data_frames_4,per_antenna_noise_floor_1,per_antenna_noise_floor_2,per_antenna_noise_floor_3,per_antenna_noise_floor_4,sinr_per_antenna_1,sinr_per_antenna_2,sinr_per_antenna_3,sinr_per_antenna_4,attack
3041,CC:2F:71:3E:C5:1F,3843960,484796820,949,115899,3843011,484680921,0,3972,333521,3277,250981,695,82540,1005,12,1367,26,0,52,144444.0,39000.0,-73.0,-71.0,-70.0,-61.0,-73.0,-72.0,-70.0,-61.0,-87.0,-88.0,-84.0,-86.0,14.0,17.0,14.0,25.0,1
3042,BA:8C:B9:54:50:24,3847907,490870453,4896,6189532,3843011,484680921,0,9431,1729572,9409,1726077,22,3495,2354,17,5379,41,0,66,216660.0,130000.0,-40.0,-37.0,-46.0,-52.0,-43.0,-35.0,-43.0,-47.0,-87.0,-88.0,-84.0,-86.0,47.0,51.0,38.0,34.0,1
3043,62:47:05:9D:EB:15,3845175,487116447,2161,2435262,3843014,484681185,0,4398,3019344,4366,3014225,32,5119,2071,0,2217,56,0,106,229410.0,130000.0,-47.0,-47.0,-39.0,-45.0,-46.0,-46.0,-39.0,-46.0,-88.0,-89.0,-85.0,-87.0,41.0,42.0,46.0,42.0,1
3044,3C:55:76:E8:8F:1F,3930185,702020670,87171,217339485,3843014,484681185,42,42382,8915657,41764,8805833,618,109824,17581,46,87248,9868,42,617,286760.0,172050.0,-45.0,-50.0,-49.0,-44.0,-46.0,-52.0,-48.0,-45.0,-88.0,-89.0,-85.0,-87.0,43.0,39.0,36.0,43.0,1
3045,92:69:1D:31:68:E9,3847029,488330518,4015,3649333,3843014,484681185,0,5193,1141692,5032,1105189,161,36503,2188,12,4255,102,0,56,229410.0,130000.0,-52.0,-49.0,-45.0,-49.0,-52.0,-48.0,-43.0,-46.0,-88.0,-89.0,-85.0,-87.0,36.0,40.0,40.0,38.0,1
3046,CC:2F:71:3F:1F:24,4900465,1676722809,1057451,1192041624,3843014,484681185,479,875177,968618586,874381,968522328,796,96258,845830,15,1057271,109997,476,677,130000.0,39000.0,-72.0,-74.0,-72.0,-75.0,-72.0,-74.0,-71.0,-75.0,-88.0,-89.0,-85.0,-87.0,16.0,15.0,13.0,12.0,1
3047,CC:2F:71:3E:C5:1F,3843965,484797286,949,115899,3843016,484681387,0,3972,333521,3277,250981,695,82540,1005,12,1367,26,0,52,144444.0,39000.0,-73.0,-71.0,-70.0,-61.0,-73.0,-72.0,-70.0,-61.0,-88.0,-89.0,-85.0,-87.0,15.0,18.0,15.0,26.0,1
3048,BA:8C:B9:54:50:24,3847912,490870919,4896,6189532,3843016,484681387,0,9431,1729572,9409,1726077,22,3495,2354,17,5379,41,0,66,216660.0,130000.0,-40.0,-37.0,-46.0,-52.0,-43.0,-35.0,-43.0,-47.0,-88.0,-89.0,-85.0,-87.0,48.0,52.0,39.0,35.0,1
3049,62:47:05:9D:EB:15,3845181,487117053,2161,2435262,3843020,484681791,0,4398,3019344,4366,3014225,32,5119,2071,0,2217,56,0,106,229410.0,130000.0,-47.0,-47.0,-39.0,-45.0,-46.0,-46.0,-39.0,-46.0,-88.0,-90.0,-86.0,-88.0,41.0,43.0,47.0,43.0,1
3050,3C:55:76:E8:8F:1F,3930262,702095042,87242,217413251,3843020,484681791,42,42468,8952292,41850,8842468,618,109824,17629,46,87319,9868,42,617,270830.0,162500.0,-44.0,-49.0,-50.0,-45.0,-45.0,-50.0,-50.0,-45.0,-88.0,-90.0,-86.0,-88.0,44.0,41.0,36.0,43.0,1
3051,92:69:1D:31:68:E9,3847035,488331124,4015,3649333,3843020,484681791,0,5193,1141692,5032,1105189,161,36503,2188,12,4255,102,0,56,229410.0,130000.0,-52.0,-49.0,-45.0,-49.0,-52.0,-48.0,-43.0,-46.0,-88.0,-90.0,-86.0,-88.0,36.0,41.0,41.0,39.0,1
3052,CC:2F:71:3F:1F:24,4900696,1676988392,1057676,1192306601,3843020,484681791,479,875379,968866101,874583,968769843,796,96258,846032,15,1057496,110026,476,677,130000.0,43333.0,-68.0,-70.0,-68.0,-71.0,-67.0,-70.0,-68.0,-71.0,-88.0,-90.0,-86.0,-88.0,20.0,20.0,18.0,17.0,1
3053,CC:2F:71:3E:C5:1F,3843969,484797690,949,115899,3843020,484681791,0,3974,333661,3279,251121,695,82540,1005,12,1368,26,0,52,144444.0,39000.0,-72.0,-71.0,-70.0,-61.0,-73.0,-72.0,-70.0,-61.0,-88.0,-90.0,-86.0,-88.0,16.0,19.0,16.0,27.0,1
3054,BA:8C:B9:54:50:24,3847916,490871323,4896,6189532,3843020,484681791,0,9433,1729708,9411,1726213,22,3495,2354,17,5380,41,0,66,216660.0,130000.0,-49.0,-35.0,-42.0,-46.0,-43.0,-35.0,-44.0,-48.0,-88.0,-90.0,-86.0,-88.0,39.0,55.0,44.0,42.0,1
3055,62:47:05:9D:EB:15,3845184,487117315,2161,2435262,3843023,484682053,0,4400,3019480,4368,3014361,32,5119,2071,0,2218,56,0,106,229410.0,130000.0,-43.0,-50.0,-39.0,-51.0,-46.0,-47.0,-39.0,-46.0,-89.0,-90.0,-87.0,-89.0,46.0,40.0,48.0,38.0,1
3056,3C:55:76:E8:8F:1F,3930267,702095506,87242,217413251,3843025,484682255,42,42475,8952770,41857,8842946,618,109824,17629,46,87319,9868,42,617,270830.0,162500.0,-45.0,-48.0,-52.0,-46.0,-44.0,-48.0,-51.0,-45.0,-89.0,-90.0,-87.0,-89.0,44.0,42.0,35.0,43.0,1
3057,92:69:1D:31:68:E9,3847040,488331588,4015,3649333,3843025,484682255,0,5193,1141692,5032,1105189,161,36503,2188,12,4255,102,0,56,229410.0,130000.0,-52.0,-49.0,-45.0,-49.0,-52.0,-48.0,-43.0,-46.0,-89.0,-90.0,-87.0,-89.0,37.0,41.0,42.0,40.0,1
