sample,station,tx_total_pkts,tx_total_bytes,tx_ucast_pkts,tx_ucast_bytes,tx_mcast_bcast_pkts,tx_mcast_bcast_bytes,tx_failures,rx_data_pkts,rx_data_bytes,rx_ucast_pkts,rx_ucast_bytes,rx_mcast_bcast_pkts,rx_mcast_bcast_bytes,rx_decrypt_succeeds,tx_data_pkts_retried,tx_total_pkts_sent,tx_pkts_retries,tx_pkts_retry_exhausted,rx_total_pkts_retried,rate_last_tx_pkt_min,rate_last_tx_pkt_max,per_antenna_rssi_last_rx_data_frame_1,per_antenna_rssi_last_rx_data_frame_2,per_antenna_rssi_last_rx_data_frame_3,per_antenna_rssi_last_rx_data_frame_4,per_antenna_avg_rssi_rx_data_frames_1,per_antenna_avg_rssi_rx_data_frames_2,per_antenna_avg_rssi_rx_data_frames_3,per_antenna_avg_rssi_rx_data_frames_4,per_antenna_noise_floor_1,per_antenna_noise_floor_2,per_antenna_noise_floor_3,per_antenna_noise_floor_4,sinr_per_antenna_1,sinr_per_antenna_2,sinr_per_antenna_3,sinr_per_antenna_4,attack
1994,CC:2F:71:3E:C5:1F,3757967,474001807,42,5160,3757925,473996647,0,158,13984,125,9904,33,4080,47,2,56,4,0,1,130000.0,39000.0,-71.0,-70.0,-67.0,-61.0,-69.0,-69.0,-66.0,-60.0,-87.0,-88.0,-84.0,-85.0,16.0,18.0,17.0,24.0,1
1995,BA:8C:B9:54:50:24,3758159,474075670,234,79023,3757925,473996647,0,917,114051,900,111343,17,2708,177,2,311,3,0,6,216660.0,130000.0,-48.0,-35.0,-43.0,-45.0,-41.0,-35.0,-43.0,-48.0,-87.0,-88.0,-84.0,-85.0,39.0,53.0,41.0,40.0,1
1996,92:69:1D:31:68:E9,3770613,489207462,12688,15210815,3757925,473996647,3,18974,3523344,18288,3365602,686,157742,6372,104,13924,248,3,249,229410.0,130000.0,-52.0,-51.0,-43.0,-48.0,-50.0,-47.0,-43.0,-48.0,-87.0,-88.0,-84.0,-85.0,35.0,37.0,41.0,37.0,1
1997,CC:2F:71:3F:1F:24,3899442,659462367,141511,185465114,3757931,473997253,27,126740,163372991,126702,163368057,38,4934,122298,5,141504,9554,24,126,130000.0,43333.0,-73.0,-70.0,-73.0,-72.0,-72.0,-70.0,-73.0,-72.0,-87.0,-88.0,-84.0,-85.0,14.0,18.0,11.0,13.0,1
1998,CC:2F:71:3E:C5:1F,3757973,474002413,42,5160,3757931,473997253,0,158,13984,125,9904,33,4080,47,2,56,4,0,1,130000.0,39000.0,-71.0,-70.0,-67.0,-61.0,-69.0,-69.0,-66.0,-60.0,-87.0,-88.0,-84.0,-85.0,16.0,18.0,17.0,24.0,1
1999,BA:8C:B9:54:50:24,3758165,474076276,234,79023,3757931,473997253,0,917,114051,900,111343,17,2708,177,2,311,3,0,6,216660.0,130000.0,-48.0,-35.0,-43.0,-45.0,-41.0,-35.0,-43.0,-48.0,-87.0,-88.0,-84.0,-85.0,39.0,53.0,41.0,40.0,1
2000,92:69:1D:31:68:E9,3770621,489208270,12688,15210815,3757933,473997455,3,18974,3523344,18288,3365602,686,157742,6372,104,13924,248,3,249,229410.0,130000.0,-52.0,-51.0,-43.0,-48.0,-50.0,-47.0,-43.0,-48.0,-87.0,-88.0,-84.0,-85.0,35.0,37.0,41.0,37.0,1
2001,CC:2F:71:3F:1F:24,3899551,659580735,141618,185583280,3757933,473997455,27,126834,163489275,126796,163484341,38,4934,122386,5,141611,9565,24,126,130000.0,43333.0,-73.0,-70.0,-74.0,-72.0,-72.0,-69.0,-73.0,-71.0,-87.0,-88.0,-84.0,-85.0,14.0,18.0,10.0,13.0,1
2002,CC:2F:71:3E:C5:1F,3757975,474002615,42,5160,3757933,473997455,0,158,13984,125,9904,33,4080,47,2,56,4,0,1,130000.0,39000.0,-71.0,-70.0,-67.0,-61.0,-69.0,-69.0,-66.0,-60.0,-87.0,-88.0,-84.0,-85.0,16.0,18.0,17.0,24.0,1
2003,BA:8C:B9:54:50:24,3758167,474076478,234,79023,3757933,473997455,0,917,114051,900,111343,17,2708,177,2,311,3,0,6,216660.0,130000.0,-48.0,-35.0,-43.0,-45.0,-41.0,-35.0,-43.0,-48.0,-87.0,-88.0,-84.0,-85.0,39.0,53.0,41.0,40.0,1
